startpoint,endpoint,type
_117161_,_117239_,d
_117161_,_117161_,c
_114606_,_114606_,d
_114382_,_114382_,d
_116220_,_116220_,c
_114855_,_114855_,c
_116024_,_116024_,c
_116127_,_116127_,c
_116049_,_116049_,c
_115929_,_115929_,c
_115547_,_115547_,c
_115319_,_115319_,d
_116483_,_116483_,d
_114651_,_114651_,c
_116096_,_116096_,c
_114976_,_114976_,c
_116094_,_116094_,c
_116834_,_116834_,c
_116195_,_116195_,c
_114635_,_114635_,d
_117188_,_117188_,d
_115239_,_115239_,d
_117058_,_117058_,d
_116566_,_116566_,d
_114628_,_114628_,d
_116565_,_116565_,d
_114627_,_114627_,d
_116098_,_116098_,c
_115994_,_115994_,c
_116196_,_116196_,c
_115238_,_115238_,d
_116078_,_116078_,c
_116207_,_116207_,c
_116696_,_116696_,d
_114757_,_114757_,d
_117106_,_117106_,d
_114750_,_114750_,d
_115688_,_115688_,d
_115687_,_115687_,d
_116915_,_116020_,c
_116915_,_115502_,d
_116915_,_115998_,d
_116915_,_115500_,d
_116915_,_116915_,c
_116020_,_116020_,d
_116997_,_117075_,d
_116997_,_117077_,d
_116997_,_114769_,d
_116997_,_114767_,d
_116997_,_116997_,c
_117075_,_117075_,d
_116081_,_116081_,c
_114647_,_114647_,d
_113503_,_113503_,c
_116585_,_116585_,d
_116913_,_116913_,d
_116793_,_116793_,c
_116111_,_116111_,c
_115327_,_115327_,d
_115654_,_115654_,d
_115729_,_115729_,d
_115320_,_115320_,d
_116484_,_116484_,d
_115647_,_115647_,d
_115802_,_115802_,d
_115158_,_115158_,d
_116894_,_116894_,d
_116893_,_116893_,d
_115646_,_115646_,d
_115728_,_115728_,d
_115801_,_115801_,d
_115157_,_115157_,d
_114970_,_114970_,d
_116503_,_116503_,d
_117077_,_117077_,d
_115664_,_115664_,d
_116665_,_116665_,d
_116198_,_116198_,c
_115582_,_115582_,d
_116958_,_116958_,c
_116424_,_116424_,d
_114686_,_114686_,d
_115541_,_115541_,d
_115419_,_115419_,d
_114489_,_114489_,d
_117280_,_117280_,d
_114528_,_114528_,d
_115052_,_115052_,d
_115623_,_115623_,d
_115746_,_115746_,d
_116877_,_116877_,c
_116790_,_116790_,d
_116708_,_116708_,d
_115789_,_115789_,d
_116954_,_116954_,d
_116626_,_116626_,d
_115821_,_115821_,d
_116190_,_116190_,c
_116109_,_116109_,c
_116173_,_116173_,c
_116234_,_116234_,c
_116131_,_116131_,c
_116244_,_116244_,c
_114726_,_114726_,d
_116208_,_116208_,c
_115993_,_115993_,c
_114376_,_114376_,d
_115984_,_115984_,c
_115337_,_115337_,d
_115459_,_115459_,d
_114972_,_114972_,d
_115995_,_115995_,c
_115990_,_115990_,c
_115256_,_115256_,d
_117118_,_117118_,d
_116457_,_116457_,d
_117400_,_114448_,c
_117400_,_115855_,d
_117400_,_114447_,d
_117400_,_116462_,c
_117400_,_115854_,d
_117400_,_114445_,d
_117400_,_115852_,d
_117400_,_117400_,c
_114448_,_114448_,d
_115296_,_115296_,d
_116544_,_116544_,d
_116351_,_116351_,d
_116132_,_116132_,c
_115940_,_115940_,c
_115952_,_115952_,c
_116667_,_116667_,d
_115666_,_115666_,d
_115707_,_115707_,d
_114769_,_114769_,d
_115584_,_115584_,d
_116426_,_116426_,d
_116048_,_116048_,c
_117241_,_117241_,d
_115543_,_115543_,d
_114688_,_114688_,d
_114518_,_114518_,d
_114511_,_114511_,d
_114510_,_114510_,d
_115999_,_115999_,c
_114853_,_114341_,c
_114853_,_114339_,d
_114853_,_114853_,c
_114341_,_114341_,d
_116310_,_116310_,d
_116831_,_116831_,d
_117159_,_117159_,d
_115421_,_115421_,d
_114555_,_114555_,d
_115380_,_115380_,d
_115095_,_115095_,d
_114732_,_114732_,c
_114530_,_114530_,d
_117282_,_117282_,d
_115054_,_115054_,d
_115748_,_115748_,d
_115625_,_115625_,d
_114414_,_114414_,d
_116053_,_116053_,c
_116995_,_116995_,d
_114810_,_114810_,d
_115136_,_115136_,d
_115959_,_115959_,c
_114851_,_114851_,d
_114728_,_114728_,d
_115505_,_115505_,c
_115461_,_115461_,d
_116228_,_116228_,c
_115339_,_115339_,d
_114892_,_114892_,d
_115258_,_115258_,d
_115217_,_115217_,d
_115298_,_115298_,d
_114516_,_114516_,d
_114520_,_114520_,d
_114551_,_114551_,d
_114522_,_114522_,d
_116452_,_116452_,d
_116749_,_116749_,d
_116454_,_116454_,d
_115211_,_115211_,d
_114512_,_114512_,d
_114364_,_114364_,d
_114396_,_114396_,d
_115209_,_115209_,d
_116456_,_116456_,d
_115207_,_115207_,d
_114541_,_114541_,d
_114366_,_114366_,d
_114514_,_114514_,d
_114519_,_114519_,d
_114398_,_114398_,d
_114400_,_114400_,d
_114368_,_114368_,d
_114479_,_114479_,d
_114549_,_114549_,d
_114545_,_114545_,d
_114547_,_114547_,d
_114517_,_114517_,d
_114521_,_114521_,d
_114523_,_114523_,d
_114552_,_114552_,d
_116455_,_116455_,d
_116453_,_116453_,d
_114478_,_114478_,d
_114544_,_114544_,d
_114540_,_114540_,d
_114542_,_114542_,d
_115208_,_115208_,d
_115210_,_115210_,d
_115212_,_115212_,d
_114367_,_114367_,d
_114369_,_114369_,d
_114399_,_114399_,d
_114401_,_114401_,d
_114515_,_114515_,d
_114480_,_114480_,d
_114546_,_114546_,d
_114548_,_114548_,d
_114365_,_114365_,d
_114397_,_114397_,d
_114513_,_114513_,d
_114550_,_114550_,d
_116061_,_116061_,c
_116086_,_116086_,c
_116385_,_116385_,c
_116128_,_116128_,c
_115502_,_115502_,d
_116204_,_116204_,c
_116618_,_116618_,d
_116944_,_116944_,d
_116946_,_116946_,d
_115844_,_115844_,d
_114437_,_114437_,d
_116950_,_116950_,d
_114524_,_114524_,d
_114847_,_114847_,d
_114483_,_114483_,d
_114481_,_114481_,d
_114485_,_114485_,d
_117036_,_117036_,d
_117180_,_117200_,d
_117180_,_117198_,d
_117180_,_117180_,d
_117200_,_117200_,d
_114526_,_114526_,d
_114888_,_114888_,d
_115213_,_115213_,d
_116948_,_116948_,d
_114378_,_114378_,d
_114410_,_114410_,d
_114372_,_114372_,d
_114374_,_114374_,d
_116943_,_116943_,d
_114404_,_114404_,d
_116619_,_116619_,d
_116947_,_116947_,d
_114371_,_114371_,d
_114403_,_114403_,d
_116945_,_116945_,d
_116377_,_117842_,b
_116377_,_117840_,b
_116377_,_117841_,b
_116377_,_117843_,b
_116377_,_116363_,c
_116377_,_117844_,c
_116377_,_117845_,c
_116377_,_117846_,c
_116377_,_117847_,c
_116377_,_116362_,d
_116377_,_117848_,c
_116377_,_117853_,c
_116377_,_117850_,c
_116377_,_117851_,c
_116377_,_117852_,c
_116377_,_116361_,c
_116377_,_116360_,d
_116377_,_116353_,c
_116377_,_116358_,d
_116377_,_116377_,c
_117842_,_117842_,c
_116951_,_116951_,d
_114405_,_114405_,d
_114482_,_114482_,d
_114525_,_114525_,d
_115845_,_115845_,d
_114889_,_114889_,d
_114411_,_114411_,d
_114438_,_114438_,d
_116949_,_116949_,d
_114527_,_114527_,d
_114377_,_114377_,d
_114484_,_114484_,d
_114486_,_114486_,d
_114848_,_114848_,d
_114379_,_114379_,d
_115214_,_115214_,d
_114375_,_114375_,d
_114373_,_114373_,d
_116088_,_116088_,c
_114954_,_114954_,d
_116854_,_116854_,d
_116620_,_116620_,d
_115362_,_115362_,d
_117100_,_117100_,d
_114956_,_114956_,d
_116856_,_116856_,d
_114958_,_114958_,d
_117104_,_117104_,d
_116858_,_116858_,d
_117278_,_117278_,d
_116418_,_116418_,d
_117274_,_117274_,d
_117276_,_117276_,d
_116416_,_116416_,d
_117102_,_117102_,d
_116197_,_116197_,c
_115989_,_115989_,c
_116114_,_116114_,c
_116199_,_116199_,c
_114710_,_114710_,d
_116408_,_116408_,d
_114712_,_114712_,d
_115364_,_115364_,d
_116410_,_116410_,d
_114961_,_114961_,d
_116415_,_116415_,d
_114714_,_114714_,d
_115366_,_115366_,d
_116412_,_116412_,d
_114718_,_114718_,d
_114957_,_114957_,d
_114959_,_114959_,d
_116857_,_116857_,d
_116859_,_116859_,d
_117105_,_117105_,d
_116417_,_116417_,d
_116419_,_116419_,d
_117275_,_117275_,d
_117277_,_117277_,d
_117279_,_117279_,d
_114955_,_114955_,d
_116855_,_116855_,d
_115365_,_115365_,d
_115367_,_115367_,d
_117103_,_117103_,d
_115363_,_115363_,d
_117101_,_117101_,d
_114717_,_114717_,d
_114719_,_114719_,d
_114713_,_114713_,d
_114715_,_114715_,d
_116411_,_116411_,d
_116413_,_116413_,d
_114711_,_114711_,d
_116409_,_116409_,d
_114418_,_114418_,c
_115013_,_115013_,d
_116870_,_116870_,d
_114931_,_114931_,d
_115058_,_115058_,c
_114604_,_114604_,d
_114450_,_114529_,d
_114450_,_114450_,c
_114529_,_114529_,d
_116117_,_116117_,c
_115159_,_115159_,d
_115161_,_115161_,d
_115290_,_115290_,d
_117108_,_117108_,d
_116827_,_116827_,d
_116903_,_116903_,d
_115163_,_115163_,d
_116536_,_116536_,d
_116540_,_116540_,d
_117112_,_117112_,d
_116731_,_116731_,d
_116902_,_116902_,d
_116733_,_116733_,d
_116538_,_116538_,d
_115288_,_115288_,d
_117110_,_117110_,d
_116704_,_116704_,d
_116735_,_116735_,d
_116739_,_116739_,d
_116741_,_116741_,d
_115162_,_115162_,d
_117109_,_117109_,d
_116541_,_116541_,d
_116828_,_116828_,d
_115160_,_115160_,d
_116904_,_116904_,d
_116534_,_116534_,d
_116539_,_116539_,d
_116533_,_116533_,d
_116738_,_116738_,d
_115164_,_115164_,d
_116734_,_116734_,d
_116736_,_116736_,d
_116537_,_116537_,d
_115289_,_115289_,d
_115291_,_115291_,d
_116705_,_116705_,d
_117111_,_117111_,d
_116742_,_116742_,d
_116732_,_116732_,d
_116535_,_116535_,d
_116740_,_116740_,d
_117113_,_117113_,d
_115855_,_115855_,d
_114796_,_114796_,d
_117186_,_117186_,d
_114802_,_114802_,d
_115537_,_115537_,d
_114804_,_114804_,d
_114806_,_114806_,d
_116304_,_116304_,d
_116300_,_116300_,d
_116302_,_116302_,d
_116030_,_116030_,c
_114799_,_114799_,d
_114797_,_114797_,d
_117187_,_117187_,d
_114801_,_114801_,d
_114803_,_114803_,d
_115536_,_115536_,d
_115538_,_115538_,d
_114807_,_114807_,d
_116292_,_116292_,d
_114805_,_114805_,d
_116299_,_116299_,d
_116294_,_116294_,d
_116301_,_116301_,d
_116303_,_116303_,d
_114792_,_114792_,d
_115280_,_115280_,d
_117182_,_117182_,d
_116305_,_116305_,d
_114794_,_114794_,d
_117184_,_117184_,d
_114800_,_114800_,d
_115457_,_115457_,d
_115535_,_115535_,d
_115377_,_115377_,d
_116295_,_116295_,d
_116293_,_116293_,d
_117735_,_117502_,b
_117735_,_117503_,b
_117735_,_117500_,b
_117735_,_117501_,b
_117735_,_117496_,c
_117735_,_117786_,c
_117735_,_117735_,c
_117502_,_117502_,c
_114795_,_114795_,d
_117185_,_117185_,d
_114793_,_114793_,d
_117183_,_117183_,d
_115458_,_115458_,d
_115281_,_115281_,d
_114553_,_114553_,d
_114890_,_114890_,d
_115133_,_115133_,d
_117115_,_117115_,d
_117701_,_117465_,b
_117701_,_117466_,b
_117701_,_117463_,b
_117701_,_117464_,b
_117701_,_117459_,c
_117701_,_117754_,c
_117701_,_117701_,c
_117465_,_117465_,c
_117281_,_117281_,d
_115747_,_115747_,d
_114554_,_114554_,d
_114891_,_114891_,d
_115991_,_115991_,c
_115177_,_115177_,d
_115745_,_115745_,d
_116630_,_116630_,c
_116743_,_116743_,d
_114725_,_114725_,d
_116085_,_116085_,c
_115171_,_115171_,d
_117244_,_117244_,c
_115996_,_115996_,c
_115988_,_115988_,c
_117648_,_115872_,b
_117648_,_115873_,b
_117648_,_115870_,b
_117648_,_115871_,b
_117648_,_115866_,c
_117648_,_116440_,c
_115872_,_115872_,c
_116224_,_116224_,c
_116202_,_116202_,c
_116621_,_116621_,d
_117786_,_117521_,b
_117786_,_117522_,b
_117786_,_117519_,b
_117786_,_117520_,b
_117786_,_117515_,c
_117786_,_117701_,c
_117786_,_117786_,c
_117521_,_117521_,c
_117815_,_117564_,b
_117815_,_117565_,b
_117815_,_117562_,b
_117815_,_117563_,b
_117815_,_117558_,c
_117815_,_117735_,c
_117815_,_117815_,c
_117564_,_117564_,c
_114380_,_114380_,d
_114569_,_114569_,c
_116206_,_116206_,c
_116035_,_116035_,c
_117304_,_117415_,b
_117304_,_117416_,b
_117304_,_117413_,b
_117304_,_117414_,b
_117304_,_117409_,c
_117304_,_117832_,c
_117304_,_117304_,c
_117415_,_117415_,c
_117719_,_117447_,b
_117719_,_117448_,b
_117719_,_117445_,b
_117719_,_117446_,b
_117719_,_117441_,c
_117719_,_117304_,c
_117719_,_117719_,c
_117447_,_117447_,c
_117754_,_117482_,b
_117754_,_117483_,b
_117754_,_117480_,b
_117754_,_117481_,b
_117754_,_117476_,c
_117754_,_113492_,c
_117754_,_117754_,c
_117482_,_117482_,c
_115985_,_115985_,c
_115998_,_115998_,d
_116136_,_116136_,c
_115981_,_115981_,c
_116440_,_117543_,b
_116440_,_117544_,b
_116440_,_117541_,b
_116440_,_117542_,b
_116440_,_117537_,c
_116440_,_117815_,c
_116440_,_116440_,c
_117543_,_117543_,c
_116459_,_116459_,d
_116461_,_116461_,d
_113761_,_113773_,c
_113761_,_113761_,c
_113763_,_113775_,c
_113763_,_113763_,c
_113765_,_113777_,c
_113765_,_113765_,c
_113767_,_113779_,c
_113773_,_113785_,c
_113775_,_113787_,c
_113851_,_113863_,c
_113875_,_113887_,c
_113760_,_113772_,c
_113760_,_113760_,c
_113762_,_113774_,c
_113762_,_113762_,c
_113764_,_113776_,c
_113764_,_113764_,c
_113766_,_113778_,c
_113772_,_113784_,c
_113774_,_113786_,c
_113776_,_113788_,c
_113798_,_113810_,c
_113800_,_113812_,c
_113874_,_113886_,c
_113808_,_113820_,c
_113820_,_113832_,c
_113832_,_113844_,c
_113862_,_113874_,c
_113784_,_113796_,c
_113786_,_113798_,c
_113788_,_113800_,c
_113796_,_113808_,c
_113777_,_113789_,c
_113785_,_113797_,c
_113787_,_113799_,c
_113797_,_113809_,c
_113799_,_113811_,c
_113809_,_113821_,c
_113821_,_113833_,c
_117503_,_117503_,c
_113492_,_117432_,b
_113492_,_117433_,b
_113492_,_117430_,b
_113492_,_117431_,b
_113492_,_117426_,c
_113492_,_117719_,c
_113492_,_113492_,c
_117432_,_117432_,c
_117466_,_117466_,c
_117840_,_117840_,c
_117840_,_117824_,c
_117841_,_117804_,c
_117841_,_117841_,c
_115973_,_115973_,c
_114488_,_114488_,d
_114809_,_114809_,d
_114850_,_114850_,d
_115216_,_115216_,d
_116007_,_116007_,c
_114645_,_114645_,d
_116034_,_116034_,c
_116042_,_116042_,c
_116181_,_116181_,c
_116583_,_116583_,d
_116911_,_116911_,d
_114345_,_114345_,c
_117833_,_117422_,b
_117422_,_117656_,c
_117422_,_117422_,c
_116100_,_116100_,c
_115931_,_115931_,c
_115986_,_115986_,c
_116138_,_116138_,c
_116097_,_116097_,c
_116543_,_116543_,d
_115997_,_115997_,c
_116054_,_116054_,c
_116237_,_116237_,c
_115992_,_115992_,c
_116039_,_116039_,c
_116213_,_116213_,c
_114449_,_114449_,c
_115172_,_115172_,d
_116744_,_116744_,d
_115873_,_115873_,c
_115628_,_115628_,c
_115710_,_115710_,c
_117565_,_117565_,c
_116121_,_116121_,c
_117448_,_117448_,c
_117483_,_117483_,c
_117522_,_117522_,c
_116501_,_116501_,d
_115957_,_115957_,c
_114339_,_114339_,d
_116110_,_116110_,c
_116194_,_116194_,c
_117544_,_117544_,c
_115938_,_115938_,c
_116232_,_116232_,c
_115946_,_115946_,c
_117416_,_117416_,c
_117433_,_117433_,c
_116002_,_116002_,c
_115951_,_115951_,c
_116011_,_116011_,c
_116145_,_116145_,c
_116148_,_116148_,c
_116149_,_116149_,c
_116159_,_116159_,c
_116161_,_116161_,c
_116788_,_116788_,d
_116706_,_116706_,d
_115787_,_115787_,d
_116952_,_116952_,d
_116624_,_116624_,d
_115819_,_115819_,d
_116236_,_116236_,c
_116095_,_116095_,c
_115881_,_115881_,c
_114767_,_114767_,d
_116014_,_116014_,c
_116542_,_116542_,d
_116349_,_116349_,d
_115948_,_115948_,c
_117239_,_117239_,d
_116107_,_116107_,c
_116103_,_116103_,c
_116243_,_116243_,c
_114558_,_115928_,b
_114558_,_116065_,b
_114558_,_115916_,b
_114558_,_116150_,b
_114558_,_114558_,d
_115928_,_115928_,c
_116170_,_116170_,c
_115705_,_115705_,d
_116205_,_116205_,c
_116016_,_116016_,c
_116829_,_116829_,d
_117157_,_117157_,d
_116182_,_116182_,c
_115016_,_115016_,c
_116200_,_116200_,c
_116041_,_116041_,c
_116214_,_116214_,c
_116179_,_116179_,c
_116077_,_116077_,c
_116215_,_116215_,c
_116217_,_116217_,c
_116017_,_116017_,c
_116047_,_116047_,c
_116090_,_116090_,c
_116043_,_116043_,c
_115056_,_115134_,d
_115056_,_115132_,d
_115056_,_115130_,d
_115056_,_115056_,c
_115134_,_115134_,d
_116221_,_116221_,c
_116040_,_116040_,c
_116223_,_116223_,c
_116183_,_116183_,c
_116076_,_116076_,c
_115500_,_115500_,d
_114447_,_114447_,d
_116099_,_116099_,c
_114493_,_114493_,c
_116123_,_116123_,c
_115923_,_115923_,c
_114934_,_114934_,c
_116747_,_116747_,d
_116125_,_116125_,c
_116133_,_116133_,c
_116019_,_116019_,c
_117116_,_117116_,d
_114435_,_114435_,d
_115842_,_115842_,d
_116450_,_116450_,d
_116245_,_116245_,c
_116242_,_116242_,c
_116175_,_116175_,c
_115983_,_115983_,c
_114953_,_114953_,d
_116853_,_116853_,d
_114952_,_114952_,d
_116852_,_116852_,d
_116070_,_116070_,c
_116080_,_116080_,c
_115949_,_115949_,c
_114929_,_114929_,d
_116203_,_116203_,c
_117034_,_117034_,d
_117198_,_117198_,d
_116087_,_116087_,c
_116046_,_116046_,c
_116044_,_116044_,c
_116209_,_116209_,c
_116045_,_116045_,c
_115011_,_115011_,d
_115967_,_115967_,c
_115668_,_115668_,c
_114487_,_114487_,d
_116066_,_116066_,c
_115944_,_115944_,c
_116010_,_116010_,c
_115947_,_115947_,c
_114304_,_114304_,c
_116112_,_116112_,c
_115939_,_115939_,c
_116104_,_116104_,c
_116129_,_116129_,c
_116462_,_116462_,d
_115132_,_115132_,d
_116025_,_116025_,c
_116308_,_116308_,d
_114343_,_114412_,d
_114343_,_114343_,c
_114412_,_114412_,d
_115300_,_115378_,d
_115300_,_115379_,d
_115300_,_115300_,c
_115378_,_115378_,d
_116026_,_116026_,c
_113501_,_116993_,d
_113501_,_113501_,c
_116993_,_116993_,d
_115945_,_115945_,c
_114730_,_114808_,d
_114730_,_114730_,c
_114808_,_114808_,d
_115093_,_115093_,d
_115953_,_115953_,c
_115919_,_115919_,c
_116231_,_116231_,c
_116093_,_116093_,c
_114849_,_114849_,d
_116015_,_116015_,c
_116068_,_116068_,c
_116466_,_116466_,c
_115978_,_115978_,c
_116036_,_116036_,c
_116212_,_116212_,c
_116058_,_116058_,c
_115376_,_115376_,d
_114477_,_114477_,d
_114543_,_114543_,d
_116266_,_116266_,c
_115215_,_115215_,d
_114363_,_114363_,d
_114395_,_114395_,d
_116166_,_116166_,c
_114362_,_114362_,d
_114394_,_114394_,d
_116184_,_116184_,c
_115175_,_115175_,d
_116752_,_116752_,c
_117114_,_117114_,d
_114402_,_114402_,d
_114370_,_114370_,d
_116942_,_116942_,d
_116451_,_116451_,d
_114436_,_114436_,d
_115843_,_115843_,d
_116165_,_116165_,c
_115958_,_115958_,c
_114960_,_114960_,d
_116414_,_116414_,d
_114709_,_114709_,d
_116407_,_116407_,d
_115361_,_115361_,d
_117099_,_117099_,d
_114716_,_114716_,d
_114708_,_114708_,d
_116406_,_116406_,d
_117098_,_117098_,d
_115360_,_115360_,d
_116383_,_116383_,c
_116021_,_116021_,c
_116102_,_116102_,c
_116201_,_116201_,c
_116458_,_116458_,d
_116460_,_116460_,d
_116192_,_116192_,c
_116106_,_116106_,c
_115744_,_115744_,d
_116152_,_116152_,c
_115379_,_115379_,d
_115205_,_115205_,d
_114724_,_114724_,d
_116532_,_116532_,d
_116737_,_116737_,d
_116730_,_116730_,d
_116901_,_116901_,d
_116729_,_116729_,d
_116384_,_116384_,c
_116616_,_116616_,d
_116298_,_116298_,d
_114798_,_114798_,d
_115982_,_115982_,c
_114791_,_114791_,d
_116291_,_116291_,d
_117181_,_117181_,d
_115279_,_115279_,d
_114790_,_114790_,d
_116290_,_116290_,d
_115278_,_115278_,d
_116092_,_116092_,c
_115586_,_115586_,c
_114609_,_114609_,c
_116067_,_116067_,c
_116155_,_116155_,c
_115977_,_115977_,c
_116267_,_116267_,c
_115917_,_115917_,c
_115979_,_115979_,c
_115972_,_115972_,c
_116157_,_116157_,c
_115970_,_115970_,c
_115971_,_115971_,c
_115098_,_115098_,c
_115854_,_115854_,d
_116587_,_116587_,c
_115980_,_115980_,c
_115956_,_115956_,c
_114385_,_114385_,c
_116265_,_116265_,c
_116916_,_116916_,c
_116154_,_116154_,c
_115974_,_115974_,c
_115975_,_115975_,c
_116143_,_116143_,c
_115167_,_115167_,d
_117080_,_117080_,c
_115933_,_115933_,c
_116235_,_116235_,c
_116156_,_116156_,c
_115342_,_115342_,c
_115936_,_115936_,c
_116186_,_116186_,c
_115968_,_115968_,c
_115961_,_115961_,c
_116617_,_116617_,d
_114772_,_114772_,c
_116158_,_116158_,c
_115962_,_115962_,c
_115922_,_115922_,c
_115912_,_115912_,c
_116091_,_116091_,c
_115915_,_115915_,c
_113770_,_113782_,c
_113782_,_113794_,c
_113794_,_113806_,c
_113806_,_113818_,c
_113818_,_113830_,c
_113830_,_113842_,c
_113878_,_113890_,c
_113795_,_113807_,c
_113807_,_113819_,c
_113819_,_113831_,c
_113831_,_113843_,c
_113871_,_113883_,c
_113873_,_113885_,c
_113828_,_113840_,c
_113840_,_113852_,c
_113852_,_113864_,c
_113870_,_113882_,c
_113872_,_113884_,c
_113769_,_113781_,c
_113781_,_113793_,c
_113793_,_113805_,c
_113805_,_113817_,c
_113817_,_113829_,c
_113829_,_113841_,c
_113726_,_113738_,c
_113728_,_113740_,c
_113858_,_113870_,c
_113860_,_113872_,c
_113771_,_113783_,c
_113783_,_113795_,c
_113729_,_113741_,c
_113740_,_113752_,c
_113755_,_113767_,c
_113859_,_113871_,c
_113861_,_113873_,c
_113863_,_113875_,c
_116120_,_116120_,c
_116119_,_116119_,c
_116146_,_116146_,c
_116622_,_116622_,d
_115825_,_115825_,c
_115375_,_115375_,d
_115131_,_115131_,d
_116548_,_116548_,c
_115525_,_115525_,d
_114874_,_114874_,d
_116608_,_116608_,d
_115527_,_115527_,d
_115199_,_115199_,d
_116936_,_116936_,d
_114876_,_114876_,d
_114445_,_114445_,d
_115201_,_115201_,d
_116610_,_116610_,d
_116938_,_116938_,d
_114878_,_114878_,d
_116612_,_116612_,d
_116940_,_116940_,d
_114882_,_114882_,d
_114884_,_114884_,d
_114886_,_114886_,d
_115203_,_115203_,d
_115532_,_115532_,d
_116615_,_116615_,d
_115528_,_115528_,d
_114881_,_114881_,d
_115526_,_115526_,d
_114877_,_114877_,d
_114887_,_114887_,d
_114879_,_114879_,d
_115202_,_115202_,d
_116611_,_116611_,d
_116613_,_116613_,d
_116939_,_116939_,d
_116941_,_116941_,d
_114875_,_114875_,d
_114883_,_114883_,d
_114885_,_114885_,d
_115206_,_115206_,d
_115200_,_115200_,d
_116609_,_116609_,d
_116937_,_116937_,d
_115204_,_115204_,d
_116623_,_116623_,d
_117264_,_117264_,d
_115529_,_115529_,d
_115533_,_115533_,d
_117204_,_117204_,c
_115530_,_115530_,d
_115534_,_115534_,d
_116876_,_116876_,c
_116153_,_116153_,c
_116745_,_116745_,d
_115445_,_115445_,d
_115282_,_115282_,d
_115284_,_115284_,d
_115372_,_115372_,d
_115080_,_115080_,d
_116526_,_116526_,d
_116746_,_116746_,d
_115443_,_115443_,d
_115374_,_115374_,d
_115169_,_115169_,d
_116528_,_116528_,d
_116296_,_116296_,d
_116530_,_116530_,d
_114720_,_114720_,d
_114722_,_114722_,d
_115370_,_115370_,d
_115287_,_115287_,d
_115283_,_115283_,d
_115285_,_115285_,d
_115373_,_115373_,d
_115166_,_115166_,d
_116151_,_116151_,c
_115369_,_115369_,d
_115170_,_115170_,d
_116297_,_116297_,d
_116529_,_116529_,d
_116531_,_116531_,d
_115168_,_115168_,d
_114721_,_114721_,d
_114723_,_114723_,d
_115371_,_115371_,d
_116527_,_116527_,d
_115444_,_115444_,d
_115456_,_115456_,d
_115384_,_115384_,c
_116065_,_116065_,c
_115916_,_115916_,c
_115908_,_115908_,c
_115909_,_115909_,c
_115920_,_115920_,c
_116032_,_116032_,c
_116167_,_116167_,c
_115913_,_115913_,c
_116144_,_116144_,c
_116160_,_116160_,c
_115879_,_115879_,c
_115914_,_115914_,c
_115918_,_115918_,c
_117700_,_117700_,c
_116507_,_116507_,c
_117843_,_117843_,c
_115423_,_115423_,c
_114691_,_114691_,c
_116142_,_116142_,c
_116150_,_116150_,c
_115546_,_115546_,c
_115852_,_115852_,d
_116163_,_116163_,c
_114452_,_114452_,c
_116711_,_116711_,c
_116164_,_116164_,c
_115130_,_115130_,d
_116614_,_116614_,d
_116162_,_116162_,c
_114854_,_114854_,c
_116268_,_116268_,c
_116254_,_116254_,c
_116257_,_116257_,c
_116258_,_116258_,c
_116270_,_116270_,c
_116028_,_116028_,c
_116381_,_116381_,c
_114975_,_114975_,c
_115165_,_115165_,d
_117562_,_117562_,c
_114880_,_114880_,d
_115198_,_115198_,d
_116935_,_116935_,d
_114873_,_114873_,d
_116607_,_116607_,d
_115197_,_115197_,d
_116934_,_116934_,d
_116957_,_116957_,c
_114872_,_114872_,d
_116606_,_116606_,d
_114492_,_114492_,c
_117480_,_117480_,c
_115792_,_115792_,c
_113502_,_113502_,c
_114344_,_114344_,c
_116382_,_116382_,c
_116272_,_116272_,c
_116998_,_116998_,c
_115455_,_115455_,d
_115531_,_115531_,d
_115524_,_115524_,d
_115523_,_115523_,d
_115870_,_115870_,c
_117519_,_117519_,c
_117413_,_117413_,c
_115286_,_115286_,d
_115368_,_115368_,d
_115442_,_115442_,d
_116525_,_116525_,d
_115441_,_115449_,d
_115441_,_115441_,d
_116524_,_116524_,d
_117445_,_117445_,c
_117563_,_117563_,c
_117481_,_117481_,c
_113734_,_113746_,c
_113746_,_113758_,c
_113758_,_113770_,c
_113842_,_113854_,c
_113854_,_113866_,c
_113866_,_113878_,c
_113568_,_113580_,c
_113568_,_113568_,c
_113592_,_113604_,c
_113712_,_113724_,c
_113712_,_113712_,c
_113713_,_113725_,c
_113713_,_113713_,c
_113714_,_113726_,c
_113714_,_113714_,c
_113715_,_113727_,c
_113715_,_113715_,c
_113716_,_113728_,c
_113716_,_113716_,c
_113717_,_113729_,c
_113717_,_113717_,c
_113718_,_113730_,c
_113718_,_113718_,c
_113719_,_113731_,c
_113719_,_113719_,c
_113721_,_113733_,c
_113721_,_113721_,c
_113724_,_113736_,c
_113725_,_113737_,c
_113727_,_113739_,c
_113730_,_113742_,c
_113731_,_113743_,c
_113732_,_113744_,c
_113733_,_113745_,c
_113735_,_113747_,c
_113736_,_113748_,c
_113737_,_113749_,c
_113738_,_113750_,c
_113739_,_113751_,c
_113741_,_113753_,c
_113742_,_113754_,c
_113743_,_113755_,c
_113744_,_113756_,c
_113745_,_113757_,c
_113747_,_113759_,c
_113754_,_113766_,c
_113756_,_113768_,c
_113757_,_113769_,c
_113759_,_113771_,c
_113841_,_113853_,c
_113843_,_113855_,c
_113853_,_113865_,c
